org1,org2,total,2008,2009,2010,2011,2012,2013
CHEM,ORDS,0.0012875007,0.0000000000,0.0001309243,0.0001309243,0.0001309243,0.0002618487,0.0005236973
CHSE,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,GELY,0.0002112294,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001691189
NSQI,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,PHPH,0.0001179790,0.0000738880,0.0000000000,0.0000738880,0.0000000000,0.0000000000,0.0000000000
SCIF,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,ORDS,0.0002604686,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002370792,0.0000000000
VESC,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,SOCS,0.0000917187,0.0000503626,0.0000000000,0.0000000000,0.0000000000,0.0000503626,0.0000000000
EFIM,PSYC,0.0017716302,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014184397
LANG,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,REST,0.0005552351,0.0000000000,0.0000000000,0.0006351223,0.0000000000,0.0000000000,0.0000000000
SSCM,MSAD,0.0047819881,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017301038,0.0023068051
NSQI,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,SSCM,0.0400802852,0.0126874279,0.0080738178,0.0046136101,0.0080738178,0.0023068051,0.0080738178
BISC,PSYC,0.0027605075,0.0000000000,0.0000000000,0.0002914602,0.0011658409,0.0005829204,0.0005829204
QUEN,SSCM,0.0000537642,0.0000744131,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,QUEN,0.0000861749,0.0000437101,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000437101
SART,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,VESC,0.0049026189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011614402,0.0029036005
QUEN,ENGF,0.0147276113,0.0000000000,0.0005973716,0.0000000000,0.0041816010,0.0017921147,0.0065710872
INOV,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,MEED,0.0003029167,0.0000000000,0.0000000000,0.0003465003,0.0000000000,0.0000000000,0.0000000000
GELY,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,SOCS,0.0016822589,0.0002484102,0.0001987281,0.0005465024,0.0003477742,0.0001987281,0.0002484102
MSAD,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,CHEM,0.0012875007,0.0000000000,0.0001309243,0.0001309243,0.0001309243,0.0002618487,0.0005236973
PSYC,INOV,0.0153725641,0.0212765957,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,SOCS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,PSYC,0.0011315328,0.0000000000,0.0000000000,0.0000000000,0.0005455537,0.0005455537,0.0000000000
MATH,GELY,0.0020530698,0.0002626740,0.0000000000,0.0010506961,0.0000000000,0.0002626740,0.0005253480
MVEN,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,MEED,0.0045265451,0.0011312217,0.0003770739,0.0009426848,0.0013197587,0.0007541478,0.0003770739
SPOL,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,MATH,0.0013325847,0.0000000000,0.0000000000,0.0000000000,0.0002914602,0.0002914602,0.0005829204
CABI,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,EFIM,0.0021542289,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019607843,0.0000000000
SPOL,SPAI,0.0018309935,0.0000000000,0.0013661202,0.0000000000,0.0000000000,0.0006830601,0.0000000000
MSAD,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,SSCM,0.0000998036,0.0000000000,0.0000000000,0.0000000000,0.0000314564,0.0000629129,0.0000000000
GEOG,HUMS,0.0010750066,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009784736,0.0000000000
MODL,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,GEOG,0.1502397083,0.0127603678,0.0161381122,0.0225182961,0.0251454307,0.0334021392,0.0379057985
BISC,SART,0.0026558987,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0024174053,0.0000000000
SSCM,BISC,0.0004205855,0.0001422003,0.0000948002,0.0000000000,0.0001422003,0.0000948002,0.0000000000
SOCS,MDYF,0.0024177383,0.0000000000,0.0000000000,0.0012254902,0.0000000000,0.0012254902,0.0000000000
BIOC,PANM,0.0026255485,0.0000000000,0.0000000000,0.0009319664,0.0006989748,0.0002329916,0.0006989748
CHEM,SSCM,0.0002468722,0.0000000000,0.0000258224,0.0000258224,0.0000516449,0.0000516449,0.0000774673
VESC,HUMS,0.0005128925,0.0000000000,0.0002903600,0.0000000000,0.0002903600,0.0000000000,0.0000000000
SPOL,SPOL,0.1328983242,0.0123622682,0.0161246977,0.0300994356,0.0236495566,0.0263370062,0.0263370062
MSAD,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,BIOC,0.0016822589,0.0002484102,0.0001987281,0.0005465024,0.0003477742,0.0001987281,0.0002484102
MATH,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,QUEN,0.0268615111,0.0000000000,0.0000000000,0.0071684588,0.0035842294,0.0053763441,0.0089605735
MDYF,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,CHEM,0.0002468722,0.0000000000,0.0000258224,0.0000258224,0.0000516449,0.0000516449,0.0000774673
MEED,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,BIOC,0.0365187765,0.0057915058,0.0096525097,0.0019305019,0.0096525097,0.0057915058,0.0057915058
MVEN,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,CHEM,0.0065022070,0.0018935175,0.0016707507,0.0014479840,0.0010024504,0.0006683003,0.0006683003
MEED,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,SSCM,0.0003073008,0.0001958608,0.0000652869,0.0001305739,0.0000000000,0.0000000000,0.0000000000
SART,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,SOCS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,ORDS,0.0042783452,0.0007284648,0.0003035270,0.0009712863,0.0013962241,0.0004249378,0.0006677594
ORDS,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,QUEN,0.0008517867,0.0000000000,0.0000000000,0.0002287806,0.0002287806,0.0000000000,0.0003431709
SOCS,ORDS,0.0008997024,0.0003869969,0.0000644995,0.0001289990,0.0003224974,0.0001289990,0.0000000000
SSCM,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,MEED,0.0011315328,0.0000000000,0.0000000000,0.0000000000,0.0005455537,0.0005455537,0.0000000000
CABI,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,LANG,0.0035861872,0.0000000000,0.0000000000,0.0000000000,0.0036764706,0.0000000000,0.0000000000
ENGF,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,REST,0.0020713089,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016583748
MVEN,PHPH,0.0004776189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002034450,0.0002034450
SOCS,VESC,0.0003073555,0.0000298900,0.0000298900,0.0000298900,0.0000597800,0.0000597800,0.0000896700
MATH,PHPH,0.0006314377,0.0000000000,0.0000000000,0.0004213187,0.0000000000,0.0000000000,0.0002106594
MVSF,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,SOCS,0.0035861872,0.0000000000,0.0000000000,0.0000000000,0.0036764706,0.0000000000,0.0000000000
SPOL,ORDS,0.0012301705,0.0002876043,0.0005752085,0.0002876043,0.0000000000,0.0002876043,0.0000000000
SOCS,CHEM,0.0002342665,0.0000548727,0.0000000000,0.0001097454,0.0000000000,0.0000274363,0.0000548727
SPAI,MATH,0.0011072688,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008865248
ORDS,CHSE,0.0012223595,0.0000000000,0.0000000000,0.0000000000,0.0012531328,0.0000000000,0.0000000000
VESC,EDUC,0.0042075710,0.0012271821,0.0010737843,0.0003067955,0.0004601933,0.0010737843,0.0004601933
CHSE,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,EDUC,0.1158364749,0.0256318975,0.0327518690,0.0135279459,0.0234959060,0.0163759345,0.0149519402
HUMS,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,GELY,0.0095642221,0.0005073567,0.0005073567,0.0013529511,0.0013529511,0.0016911889,0.0035514967
MVEN,PANM,0.0012682522,0.0002361833,0.0000000000,0.0000000000,0.0002361833,0.0001180916,0.0005904582
INOV,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,PHYS,0.0002085938,0.0001228501,0.0000000000,0.0000000000,0.0001228501,0.0000000000,0.0000000000
GEOG,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,MEED,0.0019918352,0.0000000000,0.0000000000,0.0000000000,0.0003512469,0.0007024939,0.0007024939
PHYS,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,QUEN,0.0054003312,0.0013624982,0.0008469583,0.0008469583,0.0006996612,0.0010679040,0.0009206069
SPOL,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,CHEM,0.0006452767,0.0000000000,0.0000000000,0.0001913509,0.0000000000,0.0000000000,0.0003827019
PHPH,PANM,0.0022030620,0.0001707067,0.0001707067,0.0006828269,0.0003414135,0.0003414135,0.0005121202
SART,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
